Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
13985,1.18,Premium,G,SI2,62.5,54.0,6.81,6.78,4.25,5190
7103,1.75,Ideal,H,I1,61.5,55.0,7.78,7.75,4.78,7409
2176,0.3,Ideal,H,VVS2,61.6,55.0,4.34,4.3,2.66,776
19600,1.32,Good,E,SI1,63.7,56.0,6.96,6.88,4.41,6830
24746,0.7,Ideal,I,VS1,61.8,55.0,5.67,5.72,3.52,2469
5560,0.71,Ideal,I,VVS2,61.4,58.0,5.7,5.76,3.52,2559
23953,2.01,Good,I,VS1,62.5,56.0,7.96,8.0,4.99,17365
25521,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1827
15661,0.81,Ideal,E,SI1,60.3,56.0,6.05,6.13,3.67,3413
8107,0.3,Ideal,G,IF,62.8,57.0,4.32,4.28,2.7,956
16851,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,561
26053,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,478
6323,1.55,Ideal,I,SI1,62.3,54.8,7.37,7.39,4.61,9117
23228,0.52,Ideal,E,SI1,61.6,55.0,5.19,5.16,3.19,1577
20181,0.91,Fair,F,SI2,65.3,51.0,6.05,5.98,3.93,2996
15528,0.41,Very Good,D,VS2,62.3,58.0,4.75,4.76,2.96,932
23206,1.5,Premium,D,I1,62.4,60.0,7.37,7.19,4.54,3780
16096,1.03,Ideal,G,SI1,60.9,57.0,6.54,6.5,3.97,5037
12548,0.35,Ideal,E,VS2,61.6,56.0,4.52,4.54,2.79,767
6967,1.01,Very Good,G,VS1,62.8,58.0,6.34,6.37,3.99,6152
18614,0.74,Ideal,J,VVS2,61.7,55.0,5.83,5.87,3.61,2106
20506,4.01,Premium,I,I1,61.0,61.0,10.14,10.1,6.17,15223
10681,0.5,Very Good,H,IF,61.3,60.0,5.08,5.17,3.14,1706
25040,0.31,Very Good,E,SI1,63.3,55.0,4.36,4.33,2.75,698
15152,0.31,Ideal,E,VS1,61.7,53.0,4.36,4.39,2.7,800
21397,1.0,Fair,G,I1,61.7,57.0,6.39,6.28,3.91,2723
16880,0.7,Fair,I,SI1,62.0,67.0,5.54,5.5,3.42,1848
6513,1.05,Ideal,F,VS1,62.1,56.0,6.54,6.59,4.08,7955
1020,0.38,Ideal,E,VS2,61.7,55.0,4.68,4.66,2.88,1112
25789,0.37,Ideal,D,VS2,61.3,56.0,4.64,4.6,2.83,1124
22218,1.07,Ideal,I,SI1,61.7,56.1,6.57,6.59,4.06,5002
19516,1.06,Ideal,H,VVS1,61.3,57.0,6.55,6.53,4.01,7193
17523,0.81,Very Good,E,SI1,61.9,60.0,5.87,5.95,3.66,3643
18492,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6905
26532,0.51,Ideal,G,VS1,61.5,54.9,5.13,5.25,3.17,1708
23467,0.38,Ideal,E,VVS2,59.9,61.0,4.71,4.74,2.83,1008
21443,0.4,Ideal,E,VVS2,62.1,55.0,4.74,4.76,2.95,1158
10750,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,15919
3519,0.9,Very Good,E,VS2,61.1,63.0,6.2,6.17,3.78,4062
3804,0.82,Premium,E,SI1,61.2,61.0,5.98,5.95,3.65,3211
15622,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67,561
20873,0.38,Premium,G,SI1,60.0,60.0,4.72,4.65,2.81,855
5658,0.91,Ideal,H,SI2,60.3,57.0,6.27,6.31,3.79,3423
9785,0.5,Premium,G,SI2,62.0,59.0,5.1,5.03,3.14,1031
16779,1.08,Premium,F,SI1,61.0,59.0,6.67,6.57,4.04,5487
5669,0.7,Ideal,I,VS2,61.4,56.0,5.72,5.75,3.52,2270
5324,2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27,17168
7980,1.29,Premium,I,SI1,62.1,57.0,7.03,6.92,4.33,6140
22819,0.42,Ideal,G,VS2,62.2,54.1,4.8,4.83,3.0,907
25144,0.7,Ideal,F,SI1,62.0,55.0,5.72,5.7,3.54,2415
21756,0.34,Premium,G,VS2,61.2,62.0,4.48,4.44,2.73,765
1144,1.19,Premium,G,VS1,62.6,58.0,6.78,6.71,4.22,8109
4550,1.11,Very Good,F,VVS1,59.7,55.0,6.77,6.82,4.06,10141
3404,0.79,Ideal,H,VVS1,62.0,56.0,5.92,5.96,3.68,3675
19620,0.3,Premium,G,VS2,61.8,60.0,4.29,4.25,2.64,630
9023,0.54,Very Good,D,VS2,63.2,55.0,5.21,5.17,3.28,1786
9615,0.32,Ideal,F,VS2,62.8,53.0,4.38,4.34,2.74,828
10408,1.2,Premium,G,SI1,62.3,59.0,6.84,6.75,4.23,6586
16382,1.28,Premium,G,VS2,61.6,58.0,7.02,6.98,4.31,8874
4836,0.71,Ideal,D,VS2,59.9,57.0,5.8,5.83,3.48,3540
17227,1.0,Fair,J,SI1,65.3,57.0,6.33,6.12,4.08,3175
17847,0.56,Ideal,F,SI1,61.4,57.0,5.3,5.28,3.25,1441
15151,1.51,Ideal,J,VS2,,56.0,7.37,7.4,4.54,8203
21415,1.5,Premium,G,VS2,61.2,61.0,7.34,7.29,4.48,12308
21943,0.52,Ideal,G,VS2,61.2,56.0,5.16,5.2,3.17,1586
26352,1.01,Very Good,H,SI1,63.1,59.0,6.36,6.32,4.0,4836
22168,1.21,Premium,E,VS1,60.3,58.0,6.95,6.91,4.18,10137
25100,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1768
19788,1.03,Ideal,D,SI2,61.2,57.0,6.59,6.51,4.01,4764
25243,0.32,Ideal,G,VVS2,62.6,57.0,4.34,4.38,2.73,730
15435,0.55,Ideal,F,VVS1,62.1,56.0,5.25,5.28,3.27,2359
11416,0.34,Ideal,F,VS2,61.5,55.0,4.53,4.57,2.8,726
1608,1.03,Ideal,D,SI2,62.8,56.0,6.46,6.43,4.05,4764
17615,1.03,Fair,H,SI2,66.3,57.0,6.35,6.25,4.18,3749
20725,0.61,Premium,H,SI1,59.5,62.0,5.55,5.51,3.29,1382
2530,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4660
21991,0.33,Very Good,E,SI1,62.0,60.0,4.38,4.43,2.73,579
11794,0.33,Very Good,D,SI1,60.0,59.0,4.47,4.5,2.69,608
18144,1.21,Ideal,D,VVS2,61.3,57.0,6.85,6.88,4.21,12375
13715,1.01,Very Good,G,SI2,62.0,58.0,6.41,6.46,3.99,3682
14332,0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98,1230
19276,0.34,Ideal,E,VS2,62.1,55.0,4.47,4.49,2.78,745
17981,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1230
25351,0.41,Premium,E,SI1,61.0,59.0,4.78,4.82,2.93,755
21885,1.28,Ideal,G,IF,60.8,57.0,7.02,7.05,4.28,11372
2484,0.81,Premium,E,VS2,61.5,58.0,5.99,5.94,3.97,3674
5392,0.43,Ideal,G,IF,62.5,54.0,4.83,4.86,3.03,1318
7269,0.3,Premium,F,VS1,61.5,59.0,4.33,4.31,2.66,844
21164,0.3,Good,D,VVS2,61.6,63.0,4.23,4.27,2.62,719
24987,1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96,3999
26488,0.84,Very Good,E,SI2,62.1,58.0,6.02,6.09,3.76,3125
5367,0.6,Premium,D,SI1,60.4,60.0,5.44,5.48,3.3,1896
2180,0.73,Ideal,G,VS1,61.6,57.0,5.76,5.79,3.56,3033
24695,0.5,Premium,G,VS1,62.5,60.0,5.06,5.08,3.17,1624
21230,1.12,Ideal,E,VS1,61.3,56.0,6.7,6.72,4.11,8991
6079,0.3,Good,F,VS2,,55.0,4.25,4.28,2.71,484
23582,1.5,Very Good,H,VS2,63.2,58.0,7.26,7.21,4.57,7484
4924,0.42,Ideal,E,SI1,62.1,55.0,4.79,4.81,2.98,743
10803,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,4517
17668,0.54,Ideal,F,VVS2,61.2,55.0,5.25,5.27,3.22,2216
7488,1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53,15584
9584,0.32,Ideal,I,VVS1,62.2,53.0,4.42,4.45,2.76,575
1126,1.27,Premium,G,SI1,61.4,59.0,6.98,6.94,4.27,7133
24153,0.41,Ideal,E,SI2,62.8,57.0,4.73,4.7,2.96,876
18405,1.22,Ideal,J,VS2,62.1,58.0,6.82,6.84,4.24,5297
13767,0.9,Good,E,SI2,62.0,63.0,6.09,6.14,3.79,3218
11020,0.4,Very Good,F,VVS1,61.9,59.0,4.71,4.75,2.93,1111
22410,1.51,Very Good,H,VS2,63.1,57.0,7.24,7.21,4.56,8219
22959,1.02,Premium,F,SI1,60.1,60.0,6.58,6.53,3.94,5686
11120,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,516
12770,0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24,2030
11945,1.03,Ideal,G,VVS2,61.6,57.0,6.51,6.48,4.0,8020
9139,1.0,Good,H,SI1,61.2,62.0,6.32,6.36,3.88,4389
374,0.27,Premium,E,VVS1,60.6,58.0,4.2,4.18,2.54,799
18070,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,447
21662,1.13,Ideal,E,VVS1,61.5,56.0,6.68,6.71,4.12,11641
21042,0.7,Very Good,F,VS2,61.6,60.0,5.59,5.65,3.46,2737
22629,1.0,Very Good,G,SI1,59.3,63.0,6.48,6.44,3.83,4827
14429,0.43,Very Good,G,SI1,58.9,60.0,4.94,4.97,2.92,774
12687,0.33,Ideal,D,VVS2,61.1,56.0,4.44,4.46,2.72,955
3397,1.36,Very Good,H,VS1,59.9,58.0,7.16,7.2,4.3,9178
25738,0.34,Very Good,E,SI1,63.3,57.0,4.47,4.44,2.82,714
303,0.52,Very Good,E,VS1,59.1,58.0,5.31,5.38,3.16,1875
24066,1.63,Premium,G,SI1,61.0,59.0,7.64,7.58,4.64,11721
23735,1.0,Good,G,VS2,64.0,56.0,6.33,6.25,4.03,5645
18417,1.11,Ideal,D,SI2,62.2,57.0,6.66,6.62,4.12,5501
15150,1.5,Very Good,I,SI2,63.2,52.0,7.28,7.24,4.59,6115
11067,1.33,Premium,H,SI1,61.5,59.0,7.06,7.03,4.33,7472
8978,1.04,Ideal,G,SI1,61.9,53.0,6.53,6.54,4.05,5570
12961,1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4,10800
21892,1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,5083
21630,0.42,Premium,F,VS2,61.7,59.0,4.82,4.75,2.95,945
23592,0.71,Fair,D,SI1,65.1,59.0,5.59,5.56,3.63,2352
16624,0.54,Ideal,G,IF,61.5,55.0,5.24,5.3,3.23,2289
7020,1.2,Ideal,J,SI2,61.7,56.0,6.87,6.79,4.21,4744
22806,1.33,Ideal,H,VS1,59.3,57.0,7.18,7.22,4.27,8558
16438,0.56,Premium,D,SI1,59.9,60.0,5.39,5.33,3.21,1814
14739,1.1,Ideal,J,SI1,61.5,55.0,6.65,6.68,4.1,4390
7453,0.32,Ideal,E,SI1,62.1,54.0,4.4,4.42,2.74,532
20279,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,17422
2740,0.3,Ideal,G,IF,60.9,57.0,4.29,4.32,2.62,895
8691,0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27,1206
3012,1.03,Ideal,G,VVS2,60.7,57.0,6.5,6.58,3.97,8385
8221,1.5,Very Good,E,SI2,63.3,57.0,7.28,7.23,4.59,7728
1641,0.34,Ideal,H,SI1,61.3,57.0,4.54,4.55,2.78,526
6046,1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,7503
26325,0.43,Ideal,G,VS1,61.3,57.0,4.85,4.88,2.98,943
26610,1.51,Premium,G,VS2,61.3,58.0,7.39,7.33,4.51,16091
13171,0.53,Ideal,F,VVS2,60.8,56.0,5.22,5.24,3.18,2160
6280,0.72,Very Good,I,VVS1,62.8,56.0,5.69,5.75,3.59,2562
18866,0.79,Premium,E,SI2,61.0,58.0,5.96,5.9,3.62,2868
23093,0.7,Ideal,E,SI2,60.5,56.0,5.8,5.77,3.5,2375
2448,1.01,Premium,E,SI2,60.4,60.0,6.46,6.49,3.91,4790
13299,0.52,Ideal,I,VVS1,62.0,55.0,5.19,5.17,3.21,1619
17442,0.3,Ideal,E,SI1,62.9,56.0,4.3,4.25,2.69,675
23626,2.18,Very Good,J,SI1,62.9,59.0,8.21,8.25,5.18,13812
10746,0.35,Ideal,J,VS2,,55.0,4.55,4.57,2.8,446
12336,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,734
21562,1.61,Ideal,I,SI1,62.7,55.0,7.48,7.54,4.71,9439
1777,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,6288
25636,0.57,Premium,G,VS2,,55.0,5.31,5.26,3.31,1728
10523,1.16,Ideal,I,SI2,62.4,55.0,6.76,6.69,4.2,3800
17942,0.41,Ideal,D,VVS1,60.6,57.0,4.82,4.79,2.91,1582
17366,1.16,Premium,D,SI2,62.5,60.0,6.7,6.64,4.17,5136
13782,0.41,Good,I,SI1,63.8,57.0,4.67,4.7,2.99,611
12249,1.2,Ideal,E,VVS2,61.5,57.0,6.79,6.89,4.21,11883
9673,0.77,Good,I,VS1,64.1,55.0,5.8,5.86,3.73,2184
5968,0.24,Ideal,F,VS1,61.8,54.0,3.99,4.03,2.48,572
23809,0.51,Ideal,E,SI1,61.5,55.0,5.16,5.18,3.18,1438
10947,0.5,Ideal,E,VS2,61.6,57.0,5.09,5.13,3.15,1575
12098,1.2,Premium,H,VS2,62.4,59.0,6.73,6.69,4.19,6416
25279,1.27,Ideal,I,VS1,,57.0,6.86,6.89,4.32,6396
895,0.33,Ideal,G,IF,61.5,56.0,4.46,4.48,2.75,992
13948,1.8,Good,F,SI2,57.9,58.0,8.08,8.13,4.69,12196
11408,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,6976
7620,2.02,Premium,F,SI2,,60.0,8.15,8.05,4.98,14790
26570,0.9,Premium,F,SI1,62.0,55.0,6.2,6.16,3.83,4183
7348,1.5,Good,D,SI2,61.1,64.0,7.26,7.35,4.46,7722
22671,0.51,Very Good,G,VVS2,62.9,57.0,5.06,5.12,3.2,1750
26066,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,3920
22164,1.2,Ideal,I,SI1,60.1,56.0,6.9,6.84,4.13,5578
14374,0.38,Ideal,E,VVS1,62.6,56.0,4.64,4.6,2.89,1327
24506,0.3,Premium,G,VVS1,,59.0,4.33,4.37,2.64,789
4364,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,506
4652,0.33,Ideal,H,VVS2,61.9,57.0,4.41,4.44,2.74,666
3784,0.23,Very Good,E,VVS2,63.0,58.0,3.95,3.99,2.5,505
24526,0.8,Premium,G,SI2,59.7,62.0,6.02,5.98,3.58,2484
5131,1.29,Ideal,J,VS2,62.1,59.0,6.92,6.96,4.31,5771
18399,1.61,Ideal,H,VS2,61.4,57.0,7.52,7.57,4.63,11045
9995,0.73,Ideal,E,SI2,61.2,54.0,5.88,5.86,3.59,2581
18792,0.31,Ideal,H,VS1,62.0,53.0,4.34,4.37,2.7,562
20025,1.06,Premium,E,SI2,60.5,60.0,6.67,6.61,4.02,4737
15416,1.16,Premium,H,SI1,61.9,59.0,6.73,6.74,4.17,5091
18111,0.74,Premium,H,VS2,60.2,58.0,5.92,5.88,3.55,2553
7692,0.28,Ideal,D,VVS2,61.1,55.0,4.23,4.28,2.6,827
20504,1.02,Premium,H,VS2,61.8,58.0,6.49,6.43,3.99,5241
13051,1.03,Ideal,F,VS1,62.1,55.0,6.47,6.5,4.03,8169
9711,1.73,Premium,G,VS1,62.8,57.0,7.72,7.57,4.8,15151
9698,0.71,Premium,G,SI2,62.3,55.0,5.72,5.68,3.55,1977
7754,0.32,Ideal,G,VS1,61.2,56.0,4.41,4.45,2.71,645
20827,0.52,Ideal,F,SI2,62.1,55.0,5.14,5.17,3.2,1191
2410,1.53,Ideal,I,VS1,,60.0,7.51,7.48,4.51,10171
1869,1.14,Ideal,G,VS1,61.4,57.0,6.75,6.81,4.16,8346
16744,1.01,Premium,E,VS1,61.2,61.0,6.41,6.33,3.9,6670
4797,0.33,Ideal,H,VS1,62.2,53.3,4.45,4.48,2.77,592
21085,0.3,Premium,D,SI1,62.2,58.0,4.31,4.28,2.67,709
23295,0.51,Ideal,E,SI1,61.1,56.0,5.17,5.2,3.17,1343
11798,0.9,Premium,E,SI2,62.2,60.0,6.15,6.19,3.84,3662
11177,1.02,Premium,D,VS2,59.8,61.0,6.61,6.54,3.93,6909
5363,0.95,Premium,E,SI2,60.7,59.0,6.3,6.36,3.84,4142
23215,0.59,Premium,J,VS2,62.7,61.0,5.35,5.28,3.33,1055
24643,0.41,Very Good,F,VS2,63.2,57.0,4.76,4.74,3.0,1107
24326,1.0,Premium,G,SI2,62.7,59.0,6.3,6.36,3.97,4095
24098,1.21,Very Good,G,VS2,63.1,60.0,6.72,6.66,4.22,7416
10553,2.04,Fair,E,SI2,65.4,55.0,7.87,7.93,5.17,12799
1374,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,9253
15426,0.57,Good,G,VS2,64.1,55.0,5.28,5.27,3.38,1613
20216,0.9,Premium,G,SI2,62.4,55.0,6.17,6.13,3.84,3478
15668,0.47,Fair,G,SI1,58.4,60.0,5.16,5.12,3.0,1086
17059,1.74,Premium,I,VS2,58.6,59.0,7.99,7.87,4.65,12168
15113,0.44,Ideal,E,VVS1,61.1,56.0,4.91,4.94,3.01,1924
100,0.5,Good,G,SI1,63.9,57.0,5.02,5.06,3.22,1197
24502,0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,676
10354,0.55,Ideal,E,VS1,61.2,54.0,5.3,5.32,3.25,1996
4973,0.51,Ideal,E,SI1,61.5,54.0,5.15,5.19,3.18,1356
24177,0.51,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1687
15450,0.3,Ideal,G,IF,61.9,57.0,4.27,4.29,2.65,863
868,1.5,Very Good,H,SI1,61.5,62.0,7.24,7.3,4.47,8791
25071,0.23,Very Good,D,VVS2,61.3,58.0,3.93,3.97,2.42,530
21727,0.71,Premium,F,SI1,59.8,62.0,5.74,5.73,3.43,2756
13606,0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7,544
14444,1.02,Ideal,D,SI1,62.2,56.0,6.43,6.47,4.0,6340
347,0.7,Ideal,G,VS1,60.6,57.0,5.73,5.79,3.5,3384
24094,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,12509
978,1.13,Very Good,G,SI1,63.1,58.0,6.65,6.59,4.18,5526
2357,0.76,Premium,F,IF,60.6,60.0,5.85,5.89,3.56,4223
10112,0.35,Premium,H,VVS1,61.2,60.0,4.54,4.51,2.77,1024
23003,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,8029
18721,1.7,Premium,E,SI1,60.1,58.0,7.78,7.74,4.66,15804
121,0.34,Ideal,H,IF,61.7,56.0,4.5,4.51,2.78,863
10404,1.33,Ideal,J,VS1,61.3,57.0,7.08,7.11,4.35,5852
334,1.51,Premium,G,SI1,61.6,59.0,7.32,7.3,4.5,10739
17651,0.32,Very Good,E,VVS2,62.4,56.0,4.34,4.38,2.72,744
2347,1.0,Ideal,H,SI2,62.6,56.0,6.38,6.34,3.98,4256
3260,0.69,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.55,2297
6872,1.01,Good,F,VS1,61.8,57.0,6.34,6.44,3.95,6626
259,0.41,Ideal,I,IF,,57.0,4.78,4.81,2.93,953
8184,1.27,Ideal,I,I1,62.3,56.0,6.91,6.86,4.29,3328
14383,0.5,Very Good,D,VS2,62.8,56.0,5.04,5.08,3.18,1752
25552,0.51,Ideal,H,SI2,62.5,55.0,5.1,5.14,3.2,983
5199,0.56,Ideal,E,SI1,62.7,57.0,5.23,5.27,3.29,1580
15885,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,579
20295,0.91,Premium,E,SI2,61.1,59.0,6.24,6.2,3.8,3639
21199,0.52,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,1689
24856,1.26,Ideal,G,VVS1,61.1,57.0,7.02,6.98,4.28,10787
11577,0.31,Ideal,E,VVS1,61.7,56.0,4.36,4.33,2.68,988
15100,0.37,Ideal,D,SI1,61.5,57.0,4.6,4.63,2.84,681
20568,0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,1392
24476,0.3,Ideal,G,VS1,62.2,55.0,4.28,4.31,2.67,605
204,0.7,Very Good,G,VS2,63.1,55.0,5.64,5.61,3.55,2657
17505,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,2942
8512,0.33,Very Good,D,VS2,62.5,59.0,4.39,4.41,2.75,681
3896,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9570
11468,0.7,Very Good,E,SI2,,59.0,5.7,5.74,3.52,2464
5691,1.64,Premium,F,SI1,62.8,59.0,7.53,7.51,4.72,12670
13263,1.51,Very Good,J,VS2,62.8,59.0,7.2,7.28,4.55,7418
13204,0.41,Ideal,E,VVS2,61.8,57.0,4.8,4.75,2.95,1243
3839,0.59,Very Good,D,SI1,62.3,54.0,5.38,5.41,3.36,1816
26545,1.01,Good,F,VS1,64.0,56.0,6.37,6.32,4.06,5786
24382,0.3,Ideal,F,VVS1,,56.0,4.3,4.34,2.69,857
15142,0.7,Ideal,G,VS1,61.2,57.0,5.7,5.74,3.5,3140
23861,0.31,Ideal,E,VVS2,61.4,56.0,4.36,4.4,2.69,766
26558,1.1,Ideal,I,VS2,61.8,56.0,6.65,6.6,4.1,4962
7818,0.55,Ideal,F,SI2,61.4,55.0,5.27,5.29,3.24,1183
15669,0.54,Good,H,SI1,59.4,65.0,5.31,5.22,3.13,1131
18303,0.31,Ideal,G,VVS2,62.4,56.0,4.33,4.36,2.71,707
4559,1.05,Premium,G,SI2,60.7,61.0,6.56,6.52,3.97,3599
19387,1.1,Ideal,F,SI1,61.4,55.0,6.65,6.68,4.09,6146
22030,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74,721
4371,0.71,Premium,H,SI1,61.0,58.0,5.75,5.67,3.49,1883
20210,0.33,Ideal,H,VVS1,62.1,55.0,4.42,4.44,2.75,752
3054,0.9,Ideal,J,VS1,62.6,54.0,6.15,6.18,3.86,3656
26354,1.06,Premium,F,I1,60.3,58.0,6.59,6.56,3.96,3158
12450,0.32,Ideal,G,VS2,60.3,57.0,4.43,4.46,2.68,561
19543,1.29,Premium,F,VS1,60.9,58.0,6.97,7.01,4.26,10341
11695,0.71,Ideal,G,SI1,62.1,54.0,5.72,5.75,3.56,2513
20621,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1443
18598,0.41,Ideal,F,VVS2,60.1,57.0,4.83,4.85,2.91,1115
14768,0.51,Very Good,G,VS1,62.9,58.0,5.05,5.1,3.19,1656
4203,0.32,Very Good,G,VS2,59.9,57.0,4.47,4.51,2.69,561
15872,0.36,Premium,H,VS2,60.0,62.0,4.62,4.58,2.76,729
9824,0.54,Premium,E,VS2,61.3,59.0,5.26,5.21,3.21,1993
19547,0.84,Premium,E,VS1,59.7,59.0,6.16,6.13,3.67,4318
11803,0.32,Ideal,G,VVS2,61.5,57.0,4.39,4.43,2.71,730
23520,0.5,Premium,F,VS2,60.7,58.0,5.16,5.12,3.12,1654
10391,0.72,Ideal,D,VS1,60.9,56.0,5.79,5.86,3.55,3896
22502,0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,4711
10810,0.51,Ideal,J,VS2,,57.0,5.04,5.08,3.16,1080
15026,0.99,Very Good,F,SI2,61.2,56.0,6.4,6.45,3.93,4852
4454,0.7,Good,F,VS2,63.8,60.0,5.61,5.52,3.55,2290
20543,0.32,Premium,H,SI2,61.8,55.0,4.42,4.35,2.71,517
22560,0.32,Ideal,D,VS1,,57.0,4.43,4.4,2.71,1044
7999,1.02,Premium,D,VS2,62.5,58.0,6.4,6.37,3.99,7643
4253,0.3,Ideal,G,IF,62.5,54.0,4.31,4.33,2.7,863
10378,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,561
20813,0.51,Premium,F,VS2,61.4,58.0,5.13,5.09,3.14,1619
18747,0.52,Ideal,I,SI1,61.8,54.0,5.16,5.19,3.2,1094
3948,0.39,Premium,F,VS2,58.4,62.0,4.79,4.76,2.79,1053
17696,0.33,Premium,D,SI1,60.3,58.0,4.49,4.47,2.7,780
24909,1.02,Very Good,F,VS1,61.9,59.0,6.38,6.44,3.97,7257
12085,0.5,Ideal,I,VVS2,60.5,57.0,5.14,5.17,3.12,1640
10862,0.52,Ideal,G,SI1,62.2,54.0,5.18,5.2,3.23,1352
19522,0.9,Very Good,F,VS2,59.6,59.0,6.27,6.31,3.75,4397
18349,0.43,Ideal,D,VS1,62.1,56.0,4.85,4.87,3.02,1207
17061,0.34,Ideal,F,SI2,60.1,56.0,4.55,4.54,2.73,574
18439,1.51,Ideal,J,SI1,61.4,57.0,7.38,7.43,4.55,8049
20867,0.72,Ideal,E,VS2,60.8,56.0,5.81,5.84,3.54,3304
10375,0.42,Ideal,G,IF,62.2,54.0,4.81,4.84,3.0,1289
2771,0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1389
6459,0.36,Premium,F,VVS2,62.5,56.0,4.6,4.52,2.85,945
19957,2.05,Ideal,J,SI1,60.3,60.0,8.17,8.24,4.95,14037
14184,1.01,Very Good,F,VS2,63.1,56.0,6.41,6.37,4.03,6267
26719,0.5,Ideal,G,VVS2,60.5,55.0,5.15,5.13,3.11,1935
18204,2.01,Good,I,SI2,64.6,57.0,7.82,7.88,5.07,12681
5240,1.01,Very Good,H,VS1,63.5,56.0,6.32,6.27,4.0,4412
8140,0.7,Good,E,SI1,58.3,64.0,5.77,5.69,3.34,2370
2200,0.31,Premium,I,SI1,61.5,59.0,4.37,4.35,2.68,523
24090,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,12554
16264,0.5,Ideal,G,VS2,62.2,54.1,5.07,5.12,3.17,1601
18738,1.11,Ideal,F,VS2,60.9,57.0,6.69,6.75,4.09,8233
6469,0.71,Good,E,SI1,59.2,61.0,5.8,5.85,3.45,2651
11773,0.71,Very Good,G,SI1,63.2,58.0,5.68,5.65,3.58,2147
15079,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2351
3045,0.3,Premium,D,VS2,62.9,59.0,4.27,4.22,2.67,911
23020,1.0,Premium,E,SI2,58.5,61.0,6.52,6.48,3.8,4202
5263,1.5,Ideal,D,SI2,63.0,56.0,7.3,7.25,4.58,10122
1269,1.21,Premium,G,SI2,60.9,59.0,6.87,6.82,4.17,4472
25450,0.91,Premium,H,SI1,60.9,58.0,6.26,6.22,3.8,3414
26202,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,816
23694,0.54,Ideal,G,SI1,60.0,57.0,5.31,5.36,3.2,1999
15735,1.12,Good,G,SI2,56.7,62.0,6.91,6.86,3.9,4158
10860,0.71,Fair,D,VS1,65.4,59.0,5.62,5.58,3.66,2747
7196,0.87,Very Good,J,SI1,63.1,60.0,6.03,5.96,3.78,2379
25536,0.42,Ideal,D,VVS2,61.7,53.0,4.85,4.87,3.0,1223
18208,1.0,Fair,E,VS2,67.0,54.0,6.23,6.18,4.16,5729
7732,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5171
